date,avg_sentiment,decision,prev_position,new_position,today_close,next_close,return,win
2024-06-12,0.24,1,1,1,68241.1875,66756.3984375,-0.021757960505889497,False
2024-06-13,0.12,0,1,1,66756.3984375,66011.09375,-0.011164543099157513,False
2024-06-14,0.02,0,1,1,66011.09375,66191.0,0.002725394169067226,True
2024-06-15,0.23809523809523808,1,1,1,66191.0,66639.046875,0.006768999939568823,True
2024-06-16,0.25,1,1,1,66639.046875,66490.296875,-0.002232174783037066,False
2024-06-17,0.06,0,1,1,66490.296875,65140.74609375,-0.020296958273281887,False
2024-06-18,-0.06,0,1,1,65140.74609375,64960.296875,-0.002770143567135369,False
2024-06-19,-0.022222222222222223,0,1,1,64960.296875,64828.65625,-0.002026478192569067,False
2024-06-20,0.02,0,1,1,64828.65625,64096.19921875,-0.011298352821403729,False
2024-06-21,0.06,0,1,1,64096.19921875,64252.578125,0.002439753185930791,True
2024-06-22,-0.2,0,1,1,64252.578125,63180.796875,-0.016680750893993797,False
2024-06-23,0.11764705882352941,0,1,1,63180.796875,60277.4140625,-0.04595356431233679,False
2024-06-24,-0.34,-2,1,-1,60277.4140625,61804.640625,0.025336630415439862,True
2024-06-25,0.12,0,-1,-1,61804.640625,60811.27734375,0.016072632592061126,True
2024-06-26,-0.06,0,-1,-1,60811.27734375,61604.80078125,-0.013048951973404912,False
2024-06-27,0.02,0,-1,-1,61604.80078125,60320.13671875,0.02085331088175517,True
2024-06-28,0.18,0,-1,-1,60320.13671875,60887.37890625,-0.009403861104374413,False
2024-06-29,0.0,0,-1,-1,60887.37890625,62678.29296875,-0.02941355162056689,False
2024-06-30,-0.125,0,-1,-1,62678.29296875,62851.98046875,-0.0027710949321258114,False
2024-07-01,0.1,0,-1,-1,62851.98046875,62029.015625,0.013093697885290632,True
2024-07-02,0.12,0,-1,-1,62029.015625,60173.921875,0.02990687070088419,True
2024-07-03,-0.06,0,-1,-1,60173.921875,56977.703125,0.05311634426354232,True
2024-07-04,-0.18,0,-1,-1,56977.703125,56662.375,0.005534237213954033,True
2024-07-05,-0.18,0,-1,-1,56662.375,58303.5390625,-0.0289639123404199,False
2024-07-06,0.043478260869565216,0,-1,-1,58303.5390625,55849.109375,0.04209743914291224,True
2024-07-07,0.058823529411764705,0,-1,-1,55849.109375,56705.09765625,-0.015326802715911707,False
2024-07-08,0.02,0,-1,-1,56705.09765625,58009.2265625,-0.02299844211812692,False
2024-07-09,0.16,0,-1,-1,58009.2265625,57742.49609375,0.004598069730556063,True
2024-07-10,0.02,0,-1,-1,57742.49609375,57344.9140625,0.006885432015347774,True
2024-07-11,0.26,1,-1,0,57344.9140625,57899.46484375,-0.009670444019596878,False
2024-07-12,0.06,0,0,0,57899.46484375,59231.953125,0.0,
2024-07-13,0.15384615384615385,0,0,0,59231.953125,60787.79296875,0.0,
2024-07-14,0.2727272727272727,1,0,0,60787.79296875,64870.15234375,0.0,
2024-07-15,0.36,2,0,1,64870.15234375,65097.1484375,0.0,
2024-07-16,0.18,0,1,1,65097.1484375,64118.79296875,-0.015029160143463465,False
2024-07-17,0.08,0,1,1,64118.79296875,63974.06640625,-0.002257162928356065,False
2024-07-18,0.06,0,1,1,63974.06640625,66710.15625,0.04276873423013634,True
2024-07-19,0.32,2,1,1,66710.15625,67163.6484375,0.006797948213470119,True
2024-07-20,0.09090909090909091,0,1,1,67163.6484375,68154.5234375,0.014753144342985946,True
2024-07-21,0.19047619047619047,0,1,1,68154.5234375,67585.25,-0.008352687522230905,False
2024-07-22,0.16,0,1,1,67585.25,65927.671875,-0.024525737864400887,False
2024-07-23,0.14,0,1,1,65927.671875,65372.1328125,-0.008426492953570567,False
2024-07-24,0.2,0,1,1,65372.1328125,65777.2265625,0.006196734488713833,True
2024-07-25,0.04,0,1,1,65777.2265625,67912.0625,0.03245554805311726,True
2024-07-26,0.22,1,1,1,67912.0625,67813.3359375,-0.0014537411892033172,False
2024-07-27,0.20833333333333334,1,1,1,67813.3359375,68255.8671875,0.006525726007755434,True
2024-07-28,0.375,2,1,1,68255.8671875,66819.9140625,-0.021037797689324098,False
2024-07-29,0.14,0,1,1,66819.9140625,66201.015625,-0.009262185475442447,False
2024-07-30,-0.04,0,1,1,66201.015625,64619.25,-0.023893373992326872,False
2024-07-31,0.06,0,1,1,64619.25,65357.5,0.011424614182306355,True
2024-08-01,-0.06,0,1,1,65357.5,61415.06640625,-0.060321058696400566,False
2024-08-02,0.06,0,1,1,61415.06640625,60680.09375,-0.011967302150066621,False
2024-08-03,-0.15384615384615385,0,1,1,60680.09375,58116.9765625,-0.042239835654505724,False
2024-08-04,0.0,0,1,1,58116.9765625,53991.45703125,-0.07098647891315105,False
2024-08-05,-0.2,0,1,1,53991.45703125,56034.31640625,0.037836715053227825,True
2024-08-06,0.12,0,1,1,56034.31640625,55027.4609375,-0.01796855094028945,False
2024-08-07,-0.08,0,1,1,55027.4609375,61710.13671875,0.12144256099404914,True
2024-08-08,0.22,1,1,1,61710.13671875,60880.11328125,-0.013450358103773343,False
2024-08-09,0.24,1,1,1,60880.11328125,60945.8125,0.0010791573012764778,True
2024-08-10,0.21428571428571427,1,1,1,60945.8125,58719.484375,-0.03652963236809748,False
2024-08-11,0.21428571428571427,1,1,1,58719.484375,59354.515625,0.010814659848586247,True
2024-08-12,0.14,0,1,1,59354.515625,60609.56640625,0.021144992390795876,True
2024-08-13,0.14,0,1,1,60609.56640625,58737.26953125,-0.030891111519433846,False
2024-08-14,-0.02,0,1,1,58737.26953125,57560.09765625,-0.020041310813293918,False
2024-08-15,-0.06,0,1,1,57560.09765625,58894.10546875,0.02317591294696406,True
2024-08-16,0.02,0,1,1,58894.10546875,59478.97265625,0.009930827250790631,True
2024-08-17,0.25,1,1,1,59478.97265625,58483.96484375,-0.01672873232445526,False
2024-08-18,0.3333333333333333,2,1,1,58483.96484375,59493.453125,0.017260941250255898,True
2024-08-19,0.06,0,1,1,59493.453125,59012.79296875,-0.00807921092157987,False
2024-08-20,-0.02,0,1,1,59012.79296875,61175.19140625,0.03664287570061444,True
2024-08-21,0.16,0,1,1,61175.19140625,60381.9140625,-0.012967304646127423,False
2024-08-22,0.14,0,1,1,60381.9140625,64094.35546875,0.06148267182135586,True
2024-08-23,0.22,1,1,1,64094.35546875,64178.9921875,0.001320501908959295,True
2024-08-24,0.3076923076923077,2,1,1,64178.9921875,64333.54296875,0.0024081210374646785,True
2024-08-25,0.058823529411764705,0,1,1,64333.54296875,62880.66015625,-0.022583597070127748,False
2024-08-26,0.13043478260869565,0,1,1,62880.66015625,59504.1328125,-0.05369739018896721,False
2024-08-27,0.24,1,1,1,59504.1328125,59027.625,-0.008007978437422085,False
2024-08-28,0.0,0,1,1,59027.625,59388.1796875,0.0061082363977883235,True
2024-08-29,0.08,0,1,1,59388.1796875,59119.4765625,-0.004524521990973846,False
2024-08-30,-0.14,0,1,1,59119.4765625,58969.8984375,-0.0025300989402683364,False
2024-08-31,-0.06666666666666667,0,1,1,58969.8984375,57325.48828125,-0.027885585694078296,False
2024-09-01,0.15384615384615385,0,1,1,57325.48828125,59112.48046875,0.031172733823612082,True
2024-09-02,-0.05555555555555555,0,1,1,59112.48046875,57431.0234375,-0.028445042703611593,False
2024-09-03,-0.04,0,1,1,57431.0234375,57971.5390625,0.009411561777028449,True
2024-09-04,-0.32,-2,1,-1,57971.5390625,56160.48828125,-0.03124034328806552,False
2024-09-05,-0.06,0,-1,-1,56160.48828125,53948.75390625,0.03938239218868081,True
2024-09-06,-0.2,0,-1,-1,53948.75390625,54139.6875,-0.0035391659663130833,False
2024-09-07,-0.25,-1,-1,-1,54139.6875,54841.56640625,-0.012964221602682876,False
2024-09-08,0.45454545454545453,2,-1,1,54841.56640625,57019.53515625,-0.03971383191111384,False
2024-09-09,0.1,0,1,1,57019.53515625,57648.7109375,0.01103438987227582,True
2024-09-10,0.14,0,1,1,57648.7109375,57343.171875,-0.005300015516934125,False
2024-09-11,0.0,0,1,1,57343.171875,58127.01171875,0.013669279499548088,True
2024-09-12,0.14,0,1,1,58127.01171875,60571.30078125,0.04205082955798237,True
2024-09-13,0.12,0,1,1,60571.30078125,60005.12109375,-0.009347325882016758,False
2024-09-14,0.0,0,1,1,60005.12109375,59182.8359375,-0.013703582981947309,False
2024-09-15,0.3125,2,1,1,59182.8359375,58192.5078125,-0.01673336718851789,False
2024-09-16,-0.02,0,1,1,58192.5078125,60308.5390625,0.0363626062794542,True
2024-09-17,0.26,1,1,1,60308.5390625,61649.6796875,0.022237988945647078,True
2024-09-18,0.22,1,1,1,61649.6796875,62940.45703125,0.020937291974474217,True
2024-09-19,0.26,1,1,1,62940.45703125,63192.9765625,0.004012038411551791,True
2024-09-20,0.2127659574468085,1,1,1,63192.9765625,63394.83984375,0.003194394254405003,True
2024-09-21,0.23076923076923078,1,1,1,63394.83984375,63648.7109375,0.004004601863112503,True
2024-09-22,0.2222222222222222,1,1,1,63648.7109375,63329.80078125,-0.005010473135318555,False
2024-09-23,0.1,0,1,1,63329.80078125,64301.96875,0.01535087678718593,True
2024-09-24,0.16,0,1,1,64301.96875,63143.14453125,-0.01802159780294441,False
2024-09-25,0.12,0,1,1,63143.14453125,65181.01953125,0.03227389157015202,True
2024-09-26,0.3,1,1,1,65181.01953125,65790.6640625,0.009353099040706407,True
2024-09-27,0.26,1,1,1,65790.6640625,65887.6484375,0.0014741358273548737,True
2024-09-28,0.3333333333333333,2,1,1,65887.6484375,65635.3046875,-0.0038299097931741998,False
2024-09-29,0.14285714285714285,0,1,1,65635.3046875,63329.5,-0.035130555094979726,False
2024-09-30,0.18,0,1,1,63329.5,60837.0078125,-0.03935752196843493,False
2024-10-01,0.12,0,1,1,60837.0078125,60632.78515625,-0.003356881996554061,False
2024-10-02,-0.08,0,1,1,60632.78515625,60759.40234375,0.002088262763679896,True
2024-10-03,0.18,0,1,1,60759.40234375,62067.4765625,0.021528753876634447,True
2024-10-04,0.2,0,1,1,62067.4765625,62089.94921875,0.0003620681473552536,True
2024-10-05,0.14285714285714285,0,1,1,62089.94921875,62818.953125,0.011741093613744726,True
2024-10-06,0.16666666666666666,0,1,1,62818.953125,62236.66015625,-0.009269383518558914,False
2024-10-07,0.14285714285714285,0,1,1,62236.66015625,62131.96875,-0.0016821501344571519,False
2024-10-08,0.2,0,1,1,62131.96875,60582.1015625,-0.02494476223240552,False
2024-10-09,-0.02,0,1,1,60582.1015625,60274.5,-0.005077433013489313,False
2024-10-10,0.06,0,1,1,60274.5,62445.08984375,0.03601174366854972,True
2024-10-11,0.22,1,1,1,62445.08984375,63193.0234375,0.01197746044759449,True
2024-10-12,-0.1,0,1,1,63193.0234375,62851.375,-0.005406426515387441,False
2024-10-13,-0.1,0,1,1,62851.375,66046.125,0.05083023243326021,True
2024-10-14,0.34,2,1,1,66046.125,67041.109375,0.015064992457922399,True
2024-10-15,0.2,0,1,1,67041.109375,67612.71875,0.008526251733136687,True
2024-10-16,0.16,0,1,1,67612.71875,67399.8359375,-0.0031485616380423987,False
2024-10-17,-0.02,0,1,1,67399.8359375,68418.7890625,0.015118035686984123,True
2024-10-18,0.3404255319148936,2,1,1,68418.7890625,68362.734375,-0.0008192879217548633,False
2024-10-19,0.1111111111111111,0,1,1,68362.734375,69001.703125,0.009346740674458284,True
2024-10-20,0.3157894736842105,2,1,1,69001.703125,67367.8515625,-0.023678423698328097,False
2024-10-21,0.12,0,1,1,67367.8515625,67361.40625,-9.567341618457895e-05,False
2024-10-22,0.13043478260869565,0,1,1,67361.40625,66432.1953125,-0.013794411210053977,False
2024-10-23,-0.12,0,1,1,66432.1953125,68161.0546875,0.026024420341181992,True
2024-10-24,-0.04,0,1,1,68161.0546875,66642.4140625,-0.022280180844656182,False
2024-10-25,0.22,1,1,1,66642.4140625,67014.6953125,0.0055862509670021755,True
2024-10-26,0.2727272727272727,1,1,1,67014.6953125,67929.296875,0.013647776181553464,True
2024-10-27,0.25,1,1,1,67929.296875,69907.7578125,0.02912529686772207,True
2024-10-28,0.42,2,1,1,69907.7578125,72720.4921875,0.040234939054175516,True
2024-10-29,0.48,2,1,1,72720.4921875,72339.5390625,-0.005238593875544237,False
2024-10-30,0.08,0,1,1,72339.5390625,70215.1875,-0.029366396164960357,False
2024-10-31,0.22,1,1,1,70215.1875,69482.46875,-0.01043533138752923,False
2024-11-01,0.10638297872340426,0,1,1,69482.46875,69289.2734375,-0.0027804900426771323,False
2024-11-02,0.07142857142857142,0,1,1,69289.2734375,68741.1171875,-0.007911127116875392,False
2024-11-03,0.0,0,1,1,68741.1171875,67811.5078125,-0.013523338185854241,False
2024-11-04,0.2,0,1,1,67811.5078125,69359.5625,0.022828790236907846,True
2024-11-05,0.1,0,1,1,69359.5625,75639.078125,0.0905356867699389,True
2024-11-06,0.38,2,1,1,75639.078125,75904.859375,0.0035138086897459793,True
2024-11-07,0.3,1,1,1,75904.859375,76545.4765625,0.008439738809541797,True
2024-11-08,0.28,1,1,1,76545.4765625,76778.8671875,0.0030490452928258233,True
2024-11-09,0.17647058823529413,0,1,1,76778.8671875,80474.1875,0.04812939351495951,True
2024-11-10,0.5625,2,1,1,80474.1875,88701.484375,0.1022352276001544,True
2024-11-11,0.4,2,1,1,88701.484375,87955.8125,-0.008406532091927012,False
2024-11-12,0.38,2,1,1,87955.8125,90584.1640625,0.02988263638062578,True
2024-11-13,0.18,0,1,1,90584.1640625,87250.4296875,-0.0368026178692761,False
2024-11-14,0.2765957446808511,1,1,1,87250.4296875,91066.0078125,0.04373133907381366,True
2024-11-15,0.1276595744680851,0,1,1,91066.0078125,90558.4765625,-0.005573223886622762,False
2024-11-16,0.16666666666666666,0,1,1,90558.4765625,89845.8515625,-0.007869224693816193,False
2024-11-17,0.2727272727272727,1,1,1,89845.8515625,90542.640625,0.007755383808848298,True
2024-11-18,0.24390243902439024,1,1,1,90542.640625,92343.7890625,0.019892819836786157,True
2024-11-19,0.2608695652173913,1,1,1,92343.7890625,94339.4921875,0.021611665984912865,True
2024-11-20,0.3617021276595745,2,1,1,94339.4921875,98504.7265625,0.04415154542830891,True
2024-11-21,0.44,2,1,1,98504.7265625,98997.6640625,0.005004201495724547,True
2024-11-22,0.15555555555555556,0,1,1,98997.6640625,97777.28125,-0.012327389984975182,False
2024-11-23,0.3076923076923077,2,1,1,97777.28125,98013.8203125,0.002419161787646862,True
